c0_corrected,c0_error,phi,v_obs,v_bar,radius_kpc,g_obs,g_N
74.61799700055175,39.394063450220905,0.2610062793992286,80.2,61.776141834854016,2.68,7.777106044631025e-11,4.614353338621217e-11
82.60746549702083,44.086815311609016,0.24291960575341998,83.3,65.33506944972203,3.19,7.048608642123291e-11,4.3361680925282954e-11
76.42754208647894,32.87498326708374,0.2928422268816554,91.4,68.19718249312064,3.68,7.356117388486573e-11,4.095332092338471e-11
65.97121784716931,22.05934664757504,0.37687788450409165,102.0,69.97198367918405,4.13,8.163085966616399e-11,3.841513811495796e-11
61.18458667788577,19.01730899116932,0.4137240358172059,105.0,69.42425584765024,5.23,6.83094812940449e-11,2.986241014437619e-11
50.20036653086083,13.967488207503843,0.5018071913177423,109.0,65.99247305564477,6.05,6.363582802633059e-11,2.3325851753855052e-11
44.59906736138138,12.241596638271014,0.5447278890416749,108.0,62.639955300111765,6.81,5.5501468904616844e-11,1.8670667492717337e-11
42.49909220813412,11.450248212301158,0.5678004612953241,109.0,61.778006604292436,7.56,5.0925497296203713e-11,1.6358748075452546e-11
41.22409640814714,10.945858012515743,0.5838800403276062,110.0,61.35031621760397,8.32,4.712660152549978e-11,1.465933815556608e-11
39.43677876524653,10.313851306003903,0.6057766020125795,111.0,60.56720647347044,9.09,4.392240909120076e-11,1.3077215531015187e-11
34.148783055062005,8.763893453414825,0.6698187115205607,112.0,57.32175154337139,9.86,4.122524152128503e-11,1.0798565529861353e-11
283.5796129032127,150.68759741086367,0.26686920758337046,311.0,238.15547211853016,30.53,1.0265924170927993e-10,6.020026507293168e-11
257.33320821660243,132.3990224930555,0.29508809216825194,310.0,230.78446091537447,32.18,9.677015266120941e-11,5.3632885861165746e-11
230.45870594156588,113.48675371439305,0.33321513049742973,313.0,224.30081163473304,33.91,9.361920817810404e-11,4.807706849724014e-11
202.11185380199893,94.73305886931267,0.38513643500774447,320.0,217.71449767987434,35.65,9.307745516784393e-11,4.308432008464232e-11
187.23427352649074,86.82520791068454,0.41336952345971734,321.0,212.31512287164097,37.3,8.951695714799519e-11,3.9161300450534194e-11
174.66165975222924,80.98687222267193,0.4375500920921067,320.0,206.59717931278735,39.03,8.501694278077468e-11,3.5436784091337426e-11
167.2584243864905,78.74150160082672,0.44774913505046254,315.0,201.30546962266078,40.76,7.888437891341251e-11,3.221670001977973e-11
160.34671674789126,76.20671030423435,0.45994176332636116,312.0,196.97196805637088,42.41,7.437808523803144e-11,2.9644535804004454e-11
136.6490545992686,,0.039227333692635445,40.6,39.03820308364615,3.23,1.6536881833266786e-11,1.5289074397709416e-11
103.44410675975448,,0.07676151900388038,45.5,42.138036261790845,4.84,1.3860583386447995e-11,1.1887959084749576e-11
38.98138383429452,,0.11087398400565682,21.7,19.422618258103103,2.63,5.801867380960008e-12,4.647976018274607e-12
82.65243349189768,,0.0513046056768749,28.6,27.16969267400719,3.93,6.744404261880379e-12,6.086687148230786e-12
223.56987878877047,,0.008486437206205842,29.5,29.250709393107034,5.24,5.3816670212187025e-12,5.2910954668460875e-12
30.941665067622896,17.208970263376862,0.7309586420644189,117.0,56.32932628746771,8.7,5.098665832346303e-11,1.1818270871045361e-11
90.81298070601026,,0.039015395631634704,26.9,25.87069577726892,1.92,1.2212579660833874e-11,1.1295853923633612e-11
37.740516876186945,,0.30408182421538227,46.8,34.52906312079724,3.83,1.853092124967638e-11,1.0087298995378777e-11
31.527012762342345,,0.368690750053708,47.6,32.922029099069825,5.75,1.2768801600495928e-11,6.108146186142187e-12
45.82523053641409,,0.2542049785068417,48.1,37.30312855512256,7.67,9.774597141821457e-12,5.878942712219292e-12
