c0_corrected,c0_error,phi,v_obs,v_bar,radius_kpc,g_obs,g_N
81.78278713918057,28.39841544611133,0.5113846364493235,182.0,109.13897287403799,43.88,2.446133950425097e-11,8.79624229989171e-12
77.65976931043329,27.316711015052828,0.5273510227391311,180.0,106.22992280897131,46.85,2.2409878052913594e-11,7.805275105461303e-12
74.46198014466009,26.677367625384818,0.5373423153185808,177.0,103.42093598493489,49.92,2.033649172441298e-11,6.942988236784818e-12
71.35388428459063,25.9169644190506,0.5498080026421839,175.0,100.98560392451985,52.99,1.8727778153522405e-11,6.236330067290358e-12
69.38310708355336,25.66410957927464,0.5541015264598583,172.0,98.82918445479554,55.96,1.713102174175888e-11,5.655835839135166e-12
67.09276076441135,25.43075666673885,0.5581324814134183,168.0,96.14250308786431,59.03,1.5493511488221385e-11,5.074136485408026e-12
67.61956772022593,27.109531924537457,0.5305416467619147,158.0,92.94922592469504,62.0,1.3047477682771308e-11,4.515480212405662e-12
62.21164940134752,25.106985412998995,0.5638374997772719,158.0,89.9053574599423,65.07,1.2431898207035825e-11,4.0252644318133505e-12
54.17090455943124,21.3542846320919,0.6411468818902196,166.0,87.43021274136304,68.05,1.3121761047379005e-11,3.639980181169444e-12
51.17608985449838,20.486287448264502,0.6625685712171056,165.0,85.06170231073442,71.12,1.2404527285677104e-11,3.296707909081034e-12
98.32419451938013,284.41374374350147,0.048911017393338974,33.1,31.52,0.91,3.9013837750065874e-11,3.53781487469109e-11
50.52572756581483,28.42585114217888,0.21940323169848655,46.7,37.5,1.36,5.196356410354161e-11,3.3506395105028404e-11
52.39419994854454,23.39495691373863,0.24850893190620113,53.9,42.04,1.82,5.172615783438855e-11,3.146720033045373e-11
58.90512646076826,24.68853281766781,0.24011248547508807,58.8,46.24851565185633,2.27,4.935519512592038e-11,3.053330516386352e-11
54.80286678053548,18.04990679690769,0.293128188625428,65.6,48.932779401951,2.72,5.126758415615112e-11,2.8525610203575927e-11
51.3325937186357,14.396707973643704,0.33827346303703343,70.8,50.480419966557335,3.17,5.124026078903198e-11,2.604898074340003e-11
40.79813353532753,8.453643673686159,0.4726398870776536,82.1,51.177405170641464,3.63,6.017052038085444e-11,2.338050986504412e-11
39.8447288877281,7.956183873888829,0.4908720136738311,84.1,51.47697155039329,4.08,5.6174072026736813e-11,2.1046015846390404e-11
41.04960075155535,8.350566195742658,0.47627453981926365,83.4,51.799151537452815,4.54,4.964555003268991e-11,1.9151090900785417e-11
41.993672777930094,8.860084036835664,0.45897295399554444,81.5,51.50248537692138,4.99,4.3133902282854754e-11,1.722502685214889e-11
41.27025780384189,8.759475473593811,0.46226123768483957,80.8,50.89250828953118,5.45,3.881774453435759e-11,1.5399807357286828e-11
38.93838083720478,7.882351708740688,0.49373413883007317,82.8,50.53640272120681,5.9,3.7654140624141835e-11,1.4026868196447593e-11
36.51120760229422,6.750125936168547,0.5437586285666027,88.2,51.20557098597769,6.36,3.9635480991452575e-11,1.3359228836253803e-11
37.68506864343838,6.980488167288592,0.5325359903469646,88.5,51.959603539673004,6.81,3.7268636816545376e-11,1.2846612478504123e-11
38.537247961566564,7.180444669234329,0.5232637271734187,88.4,52.38436885178631,7.26,3.4879639498740426e-11,1.2248161072219872e-11
38.04912531473211,7.090255729214098,0.5273941767340605,88.2,52.05041594454361,7.71,3.2695416226412237e-11,1.1386706039492186e-11
35.162267025049736,6.350906380680219,0.5647302146119901,89.5,50.88195849218071,8.17,3.1770795736420886e-11,1.0268562727713347e-11
32.72735552818878,5.840110712041495,0.5948446127589997,89.7,49.48285056461481,8.62,3.024695766976978e-11,9.204627815461788e-12
269.1248269324238,,0.18426403501059485,216.0,179.65069329117546,52.86,2.86012109905744e-11,1.9784938951470386e-11
225.29005953765076,,0.2291263851741985,216.0,171.7692527782548,59.82,2.5273487344730238e-11,1.5982640186708317e-11
180.14918707844828,184.940562402064,0.09350443925073725,89.7,81.69283750733598,5.39,4.837268554979878e-11,4.012206481602834e-11
107.81091567391717,60.366666319285784,0.2038913054448604,93.8,76.49868495601739,6.22,4.583733612851734e-11,3.048748731435193e-11
81.14424726304823,35.689867593987934,0.29901418622648074,99.0,73.41334006840991,7.04,4.511301036941024e-11,2.48074078131444e-11
68.31928881513997,27.06427804525375,0.3681934147990703,103.0,71.27428287959128,7.87,4.368212882542877e-11,2.0916791082570703e-11
65.67838263809757,26.740834549478524,0.37157959543973007,100.0,68.96441111181912,8.7,3.7246444826841284e-11,1.7714744377649158e-11
61.225756436956445,25.097201908670677,0.39002648914934696,98.3,66.5529278093759,9.54,3.282182603249137e-11,1.5044925279649357e-11
54.729642454059054,22.06644153311844,0.4306338995212806,98.4,63.969531810073455,10.34,3.0344063349675516e-11,1.2824188228864115e-11
54.04924502010243,22.760229143564707,0.4204590098814137,94.5,62.062430664613835,11.21,2.5814402819443566e-11,1.1134123314811847e-11
50.72411555672138,21.132860579770938,0.44529470526788456,94.9,60.79630416398681,11.98,2.43601346811547e-11,9.997734937360497e-12
47.488295709191476,19.629148131707257,0.4715949252468356,95.3,59.46779380471416,12.85,2.290270356145868e-11,8.917941197979581e-12
43.74186051157387,17.775095332050288,0.5096032191759342,96.9,58.21111405908669,13.72,2.2176730612622793e-11,8.00316533427555e-12
41.438619267666496,16.82337839622622,0.5320684635362003,97.2,57.09418359167596,14.49,2.1128478442012212e-11,7.28986401777971e-12
37.68352013399569,15.020580702216076,0.5816337603080614,100.0,55.8984373663522,15.36,2.109661914020307e-11,6.591924087613415e-12
33.8947723378851,13.256050407360167,0.6416865117304053,104.0,54.746004420414096,16.13,2.1728832368567286e-11,6.021082351390737e-12
33.02625975097065,12.974279586014587,0.6526041428954023,104.0,54.151558610994755,17.0,2.0616827417940604e-11,5.589553009797568e-12
30.452707049566936,12.058283660561859,0.6911474297976902,105.0,52.60509195885889,17.78,2.009328386770837e-11,5.043451976960431e-12
265.60225758956886,197.46360647254534,0.13246119018574404,167.0,146.28146704213765,18.8,4.807055887260242e-11,3.688288151018326e-11
232.7221923473504,156.5343034226191,0.15651837133010715,165.0,141.09410831072998,20.13,4.382563241715627e-11,3.204631238492251e-11
202.95743747560857,122.42021915237214,0.187306522647165,165.0,136.81627278946024,21.35,4.132131056474734e-11,2.841068525834735e-11
182.3130895841048,102.37467304656505,0.21392911598868464,165.0,133.22192649860608,22.57,3.9087726209896134e-11,2.5481438319209107e-11
165.20151494434324,87.77237382486534,0.24026869200112788,165.0,129.75872725947954,23.89,3.692800253484118e-11,2.2838158501904518e-11
158.0185138570528,83.63584284330656,0.24927040755657334,163.0,127.03717920357016,25.11,3.4287243710305895e-11,2.0826632292959587e-11
150.22453568719422,78.3846673438981,0.2619680623553698,162.0,124.66476727608327,26.33,3.2298566551120076e-11,1.9126727937620104e-11
141.0068400489556,71.6937653910826,0.2806548853437157,162.0,122.35681019052434,27.65,3.0756645833308923e-11,1.7545479262937447e-11
134.14240426568273,66.99674550954417,0.2958575249624401,162.0,120.51073188724729,28.87,2.945691919954941e-11,1.6300793374819653e-11
130.2342444989801,65.48829949040882,0.30117461616974617,160.0,118.391768717255,30.09,2.7569053479009934e-11,1.5094714667834908e-11
30.55370468541059,16.766772794749276,0.39816862416381066,50.2,33.71174869389009,0.22,3.711836446120309e-10,1.673955694338066e-10
53.5581271411737,25.62142226837306,0.28390961755125704,62.2,46.8263173867004,0.66,1.899507060232919e-10,1.0765647400773781e-10
40.07227241125301,15.156369434901974,0.43242395102292036,72.4,46.98283622771192,1.11,1.5302353552515573e-10,6.444059775913307e-11
31.277953771844246,11.815712842983412,0.5311681639620635,73.2,43.03558178995608,1.55,1.1201973532916606e-10,3.871932138899923e-11
160.93550467953676,1432.412899322159,0.01025027387646013,23.4,23.16136869876217,1.07,1.6582576725761807e-11,1.6246085729341432e-11
51.861825681497095,40.856159100654786,0.10645547135767862,28.1,25.26232372526328,1.31,1.9531941840273484e-11,1.5786264489222444e-11
33.88767031209458,11.728995462096977,0.23415533228263105,33.1,26.190007636501367,1.54,2.30536313977662e-11,1.4432933398422703e-11
68.66741798713926,507.58422446844884,0.05408989726433557,24.5,23.21,0.16,1.2156715813350615e-10,1.0910241817887233e-10
280.3976310348974,382.6675534112714,0.06549580883483362,112.0,104.8995328874252,3.69,1.1015742043356921e-10,9.663285719052915e-11
246.57095756162084,269.37994074274536,0.08318036877320788,114.0,104.90110819243047,3.79,1.1111548109856924e-10,9.408600334817042e-11
200.7131714525786,157.77965846315098,0.12020525690092955,118.0,104.635132245341,3.9,1.1569204180999385e-10,9.096923160011298e-11
197.12455011167756,151.91149587374565,0.12341238917673593,118.0,104.30009108337345,3.99,1.1308244688194888e-10,8.834878024614352e-11
182.05915287773868,129.05243135509585,0.1382808336349257,118.0,102.76078288919368,4.47,1.0093936533757853e-10,7.655108732371495e-11
152.86733500614451,88.16531461153772,0.18101130292668194,121.0,100.96553718967677,4.97,9.545934061921758e-11,6.646515320047311e-11
130.6450061598009,64.65488297149341,0.22642296716893398,124.0,98.87521479116998,5.47,9.108778099123126e-11,5.7915076165166507e-11
115.790284532582,52.94336905142849,0.2622774860464211,125.0,96.16219059484865,5.96,8.495282875249558e-11,5.0276671110492496e-11
103.29681039118519,44.43800731516558,0.29894713217858637,126.0,93.44142550282504,6.46,7.963658909004813e-11,4.379761591848937e-11
95.7987587614782,40.151319736632374,0.3227891702172123,126.0,91.23993971940139,6.96,7.391556975886652e-11,3.875830875067974e-11
89.21371171616835,36.64034767520172,0.3461315773481621,126.0,89.13484447734231,7.45,6.905400879486053e-11,3.455754065774422e-11
83.48539914269912,33.76725553904406,0.3685612169376729,126.0,87.15783671018917,7.95,6.471098937380012e-11,3.096348492074167e-11
77.88668333626849,30.830134503064954,0.3954798642780462,127.0,85.51631891048632,8.45,6.185215153757953e-11,2.8044349169948652e-11
73.49960549336853,28.626645516523073,0.4190265737113039,128.0,84.18389988590455,8.94,5.93863315746512e-11,2.5687665737305378e-11
70.40246617877096,27.313642229393785,0.43472900980308155,128.0,82.87233193291956,9.44,5.624086909718027e-11,2.3574972950558566e-11
68.3527926602051,26.68667293532685,0.4427318214376256,127.0,81.5694875550901,9.94,5.2580551357399096e-11,2.169067972318682e-11
66.28936614781766,25.83835454000362,0.45413199644525676,127.0,80.64486158460439,10.43,5.011032411242062e-11,2.0205666079886964e-11
63.43788451667874,24.49647344601921,0.47365237117532605,128.0,79.70863253123842,10.93,4.857399856151709e-11,1.883625813000779e-11
60.00441064528457,22.82298202565259,0.5009507382183259,130.0,78.77405664303446,11.43,4.791202784681079e-11,1.7592366735104327e-11
57.98767045293314,22.081273989036642,0.5142623751377342,130.0,77.73239350489601,11.92,4.5942489789349605e-11,1.642600323174153e-11
55.013664196296475,20.714700175994686,0.5410629932787576,132.0,76.84104437083087,12.42,4.5460095616482104e-11,1.5405258854334623e-11
52.79231240672033,19.812860569066775,0.5605852694664497,133.0,75.92635510809143,12.92,4.4365445465289164e-11,1.4458614154806792e-11
50.849600281338354,19.16021046507082,0.5757476066423899,133.0,74.7838177682846,13.42,4.271248550011445e-11,1.3504136753358514e-11
48.90761961049139,18.5170089741695,0.5916293336653622,133.0,73.60550319099788,13.91,4.12078760180831e-11,1.262110908334432e-11
47.1903682290624,17.955518712073278,0.6063245276173467,133.0,72.53176476551498,14.41,3.97780399314043e-11,1.1830322564396169e-11
45.14198356915674,17.186258619640277,0.6278404119969202,134.0,71.52159184470099,14.91,3.902438176259979e-11,1.1117337205344833e-11
43.62321871635187,16.706089438250952,0.6421565553967893,134.0,70.50497287425901,15.4,3.7782696888335254e-11,1.0459787393423166e-11
42.532045472429814,16.463881612948622,0.6496563159982962,133.0,69.45595510825547,15.9,3.605041229003371e-11,9.83163913311078e-12
40.629796169066466,15.772072590835796,0.672183506907695,134.0,68.41939198794446,16.4,3.547887390733921e-11,9.249508401435276e-12
39.04626453099814,15.284006590873531,0.6891385102263162,134.0,67.26911995856642,16.89,3.4449587452952215e-11,8.68172291680336e-12
36.885772255672165,14.459301255574431,0.7200131013730822,136.0,66.19743952752252,17.39,3.4465319830938065e-11,8.165577016461591e-12
35.48365525425852,14.041334782131386,0.7368350546487369,136.0,65.09318320684586,17.89,3.3502063267748066e-11,7.674759194863695e-12
34.53090991991053,13.834345508768632,0.7454830363765033,135.0,64.05818058608908,18.38,3.213113806110928e-11,7.23448749203994e-12
33.894938564736734,13.796617207627017,0.7470828368785412,133.0,63.00828913722384,18.88,3.036025187561102e-11,6.813926789382338e-12
32.631865790119015,13.340838974945703,0.7670061649048127,134.0,62.22977824161034,19.38,3.0023402068130185e-11,6.475104954831134e-12
31.464864725867788,12.853472997424518,0.78960327954262,136.0,61.74738375024483,19.87,3.0163659378963913e-11,6.217894277808998e-12
31.203934321704626,12.844710653843649,0.7900224924418254,135.0,61.267669288132716,20.37,2.8992160901482012e-11,5.9713945603229445e-12
31.015709852423427,12.85752227940869,0.7894097105109026,134.0,60.85111174004958,20.87,2.7879900914248344e-11,5.749348884136311e-12
193.55466320307514,,0.2355135223617547,190.0,150.1313458275786,17.31,6.757938143712328e-11,4.2193909394207946e-11
191.021910993206,,0.2081131192198894,169.0,137.24746300023182,20.2,4.581694397566782e-11,3.0217696816668066e-11
202.14542618129386,,0.166366780205583,150.0,127.01034170491788,23.08,3.1590084813059703e-11,2.2648864975272687e-11
110.98635708252691,,0.35299840715859643,160.0,112.4125299955481,28.85,2.8753997198731678e-11,1.4193441280631152e-11
101.64058641483902,,0.37212392603168765,155.0,106.83666692666895,31.74,2.452791046501039e-11,1.1653001889542423e-11
93.65454991189944,,0.39150705828014853,151.0,102.08162910142059,34.62,2.134179329844665e-11,9.753763010902931e-12
267.5092048498165,150.417991692401,0.2724560863703405,299.0,227.6905538225071,18.48,1.5676333280027382e-10,9.090591411990472e-11
229.09426827903582,121.52462414052619,0.32030473025694395,299.0,217.05240956967052,20.57,1.4083550754249198e-10,7.421625050292205e-11
209.219941806287,108.72926028568237,0.34895530221169063,298.0,210.21654882525306,22.51,1.2783833670237435e-10,6.36154182788495e-11
189.8457643573093,97.51481251774742,0.379788098539338,296.0,202.46587539632452,24.59,1.1545931369073678e-10,5.401933339957416e-11
169.06224477696162,86.50234509211154,0.4172742363921603,293.0,193.0401836406089,26.68,1.0426858832411403e-10,4.5259911157512625e-11
152.51772992723843,78.6324444292851,0.4500236708822541,289.0,184.27017392947778,28.77,9.407189701052732e-11,3.824496853157013e-11
138.06922253406137,71.09512005578374,0.4876651512693887,289.0,177.4628935862368,30.7,8.815793084667333e-11,3.324151585071596e-11
127.59659565349534,66.10634429558277,0.5169178912388734,288.0,171.75045647683152,32.79,8.196862257256008e-11,2.9151335893666895e-11
121.72686185243788,63.87787480892235,0.5313372871301709,285.0,167.52823314295412,34.88,7.546009055396671e-11,2.607375727984326e-11
117.20873832582426,62.094037769203695,0.5435604166575262,283.0,164.3316235543238,36.96,7.021743918211838e-11,2.3676331263519362e-11
117.47488888311244,63.8875316936589,0.531272815709267,275.0,161.66047166824671,38.9,6.29969994685344e-11,2.1770187029240606e-11
113.78289238202298,62.663850090063875,0.5395869163158725,272.0,158.5730150435439,40.99,5.848762252842282e-11,1.9878551144336455e-11
108.69622416027839,60.316567822421234,0.5563938857383702,271.0,155.35688204904216,43.08,5.5241691142975954e-11,1.8154712539512615e-11
100.91419661907985,55.95579535988893,0.5909911300960814,274.0,151.7352121295515,45.16,5.387053276978176e-11,1.6520488970733855e-11
93.34151894324971,51.9093253907358,0.6277259229818691,277.0,147.8638005057357,47.1,5.278891177607798e-11,1.5042045578071234e-11
85.79597958636522,47.923527087247244,0.6692287802496086,281.0,143.90104690376648,49.19,5.201635253254374e-11,1.3641281238237019e-11
79.38283639709633,44.49753692125719,0.7100245697789778,286.0,140.6067857537466,51.27,5.1697891065320634e-11,1.24954908765193e-11
77.78340715035814,44.28530038636977,0.7127296443478862,282.0,138.26573183547686,53.36,4.829325453928901e-11,1.1609603048443372e-11
75.87377115149704,43.34275769724472,0.7250150829504617,283.0,137.06178570265308,55.3,4.6930136567289254e-11,1.1008083581103015e-11
73.07073121354763,41.59576546564165,0.7490268379549032,288.0,136.17402211875802,57.38,4.6841253645072235e-11,1.0472058625208301e-11
72.45313286461501,41.4423121984732,0.7512172359822923,287.0,135.4042813207913,59.47,4.4881765598278426e-11,9.990125237829384e-12
70.40667400724975,40.37574098169324,0.766825120385299,289.0,134.23628496051282,61.56,4.396440021106028e-11,9.485174299494207e-12
67.07189331474025,38.51143977097462,0.7958183032912954,294.0,132.65628556536626,63.64,4.401174298233786e-11,8.960444881346102e-12
289.1365631671706,189.78086193596764,0.14097897549471822,190.0,165.01643857507045,14.4,8.123604810254195e-11,6.12767898934255e-11
253.08356042738063,150.4359822341711,0.16660388781032381,188.0,159.14855513010477,15.36,7.456389068913373e-11,5.343407095552494e-11
224.13818058448496,122.51702271042177,0.19353519702945376,187.0,154.09563556441174,16.32,6.943319291423634e-11,4.714814393433976e-11
195.16365891326438,96.89592951046494,0.2303954659680051,188.0,149.3132572814618,17.28,6.627901394589664e-11,4.1807777357720646e-11
180.67246596401216,87.55171617926538,0.24871337776106012,186.0,145.0434417683199,18.24,6.146177985469183e-11,3.7374503985173574e-11
166.56325693004533,78.38264237511655,0.27059311826827054,185.0,141.1414680382771,19.2,5.7762543205876e-11,3.362111484661914e-11
152.76682686470545,69.5536814453378,0.29670675819099784,185.0,137.50345813833192,20.16,5.501194591035809e-11,3.0390706171753635e-11
148.26154268819957,68.80499817845345,0.2992090493291881,181.0,134.19419696842334,21.12,5.0265188338341284e-11,2.7629793305298618e-11
143.0612247588861,67.09093846986131,0.3051350804837799,178.0,131.19023820391516,22.08,4.6499149971352624e-11,2.5258528757737138e-11
135.113505780989,62.74960632150537,0.3215018543820371,177.0,128.33549353160254,23.04,4.4062398736228126e-11,2.316408626885756e-11
120.48414107157825,52.73585209553983,0.3688623512422555,182.0,125.8567475346475,24.0,4.472348239360553e-11,2.1386801820047525e-11
116.4420898033381,51.34550383772417,0.37681160790394336,180.0,123.48815530244185,24.96,4.206341293185104e-11,1.979748868442262e-11
94.10469694171796,33.15307397150799,0.10491575594062974,50.5,45.47021882507275,1.34,6.16711484702218e-11,4.9998084754451986e-11
41.46448126710247,5.2471708862409505,0.3598422968610505,61.0,42.56496799012071,1.68,7.177190383606457e-11,3.494615660586983e-11
30.105982863016695,3.169397601879117,0.5084744853970538,66.5,39.99392078803977,2.01,7.129372579745473e-11,2.5786712903402628e-11
184.8017045992954,,0.0882736599629458,88.7,81.20576395798516,2.1,1.2140372804987193e-10,1.017556414529519e-10
203.95178453053316,,0.07068900691269547,85.3,79.47841279240546,2.27,1.0386668798410328e-10,9.017301526575896e-11
104.39529905111074,96.37501745371735,0.2932191216156918,125.0,93.2323361286201,0.99,5.114331912776502e-10,2.8451293557742043e-10
262.153979341029,357.99900811237455,0.11322338595015559,148.0,132.156772433349,1.98,3.5847784389586076e-10,2.8583653285937795e-10
260.0105348708977,236.66598155708348,0.15151755569810085,180.0,154.6925030504064,2.64,3.976904495375007e-10,2.937234934405624e-10
236.7692852720294,147.1503637837826,0.2135858139220126,214.0,172.84412920316385,27.44,5.408134923259184e-11,3.5280053670389547e-11
198.46276661320505,112.61064637654182,0.26058693413707784,213.0,164.13762152535293,32.32,4.5487485803019706e-11,2.7011518403136494e-11
162.8147572608198,85.63331030352688,0.32106593835683545,213.0,154.5049643215389,37.3,3.94143576716782e-11,2.0738632829399928e-11
148.50825010959286,80.9595752920264,0.3353238655433066,203.0,145.16660945272506,42.28,3.158356688827561e-11,1.6151117124303554e-11
197.60004881325148,437.02110043586947,0.092336745757565,97.6,88.99149004258778,2.89,1.0680851350108874e-10,8.879800169085973e-11
254.2519818914288,746.5157070394873,0.06382489304499606,100.0,93.81692651115789,3.21,1.0094830840919599e-10,8.885082161828214e-11
295.35302129231303,915.3321416588835,0.055525045951694725,107.0,101.22075133094003,3.54,1.0480171065976838e-10,9.378641376583148e-11
264.0281255228644,331.47990586930035,0.1120278078379138,148.0,132.3148706684173,9.04,7.85161649240934e-11,6.275566862048992e-11
216.68629830902026,211.48190181207002,0.15426895881107175,152.0,130.27030513513046,10.04,7.45688664654409e-11,5.4772331284066576e-11
197.10399346307392,171.70369003131813,0.17949488904024707,155.0,129.53229442884117,11.04,7.051774258690487e-11,4.924828614735081e-11
187.01453330688,155.03753801811268,0.193492387557318,156.0,128.5558730669276,12.05,6.544345632665793e-11,4.444274504320139e-11
155.28178852491473,113.9473570361852,0.24365825479627404,157.0,123.04960300626736,14.05,5.684955360334699e-11,3.492112190745487e-11
128.0381393679233,89.79833636110054,0.29259884274282094,153.0,114.18718535807773,16.07,4.720315889532227e-11,2.6291958464285178e-11
107.3927656180569,71.76593307789419,0.3490347789880445,153.0,107.92139546910983,18.13,4.18397552922134e-11,2.0817155139717864e-11
96.02389309050909,62.552396745126586,0.3896399266370884,154.0,104.30430911520388,20.05,3.832932251354763e-11,1.7583049666824518e-11
87.0433728632086,56.61548507340535,0.4223920210146781,153.0,100.28798532227079,22.12,3.4292710824947056e-11,1.4733867820490137e-11
81.16937791640257,53.735563977607804,0.4407324700163115,150.0,96.53472846597747,24.03,3.0341205055572947e-11,1.2566590584409362e-11
75.38670888964715,50.214839975962725,0.46583373003812495,149.0,93.51413262175937,26.1,2.7563610720023438e-11,1.0857205821371015e-11
71.30196368863974,47.87170129534529,0.48445132151729486,148.0,91.1731961708045,28.16,2.520547339892771e-11,9.565458398080776e-12
67.51189572725082,46.038389756510114,0.5002480408425417,146.0,88.53151416303687,30.08,2.2963176183450312e-11,8.443490721653037e-12
61.5951391459293,42.057148714167,0.5389268747296014,147.0,85.75597063761799,32.14,2.178677133942114e-11,7.414586560499048e-12
57.704819619319075,39.4769116568658,0.5678030524098611,148.0,83.88184666541385,34.06,2.0839287460769355e-11,6.6941493966843606e-12
55.48502848882344,38.17367246199146,0.5837338628442588,148.0,82.55612878520891,36.12,1.9650778818211637e-11,6.1144159060781774e-12
53.032691609961184,36.548128980075155,0.6050367974400439,149.0,81.3620955973972,38.19,1.8837660115019948e-11,5.6169256049459026e-12
50.99355801290616,35.19883573035997,0.6240532245757087,150.0,80.36526612909336,40.1,1.8182023877441845e-11,5.219110357612127e-12
50.210196126848736,34.76095352965606,0.630506404745097,150.0,79.84832434058964,42.17,1.7289522349666064e-11,4.899278081757463e-12
47.9507106783303,33.68464284116697,0.6469973577649805,149.0,78.01873172514406,44.08,1.6320558978961247e-11,4.474662297266622e-12
224.07541791841498,,0.21799893618041993,206.0,165.6500172049493,15.49,8.877426826497726e-11,5.740313760011582e-11
170.82468833735015,,0.29540817153131166,206.0,153.31091709333683,17.74,7.7514848671054e-11,4.2933532789095166e-11
208.9425863208284,,0.17056765151001044,158.0,133.22339509260377,22.3,3.627549849021619e-11,2.5790526578879306e-11
115.03949075553928,,0.35735441574873883,168.0,117.52012125589388,27.52,3.3233356945846964e-11,1.626223042641939e-11
98.08135037722931,,0.4151787562682368,169.0,111.57756046804393,30.08,3.0768027536851397e-11,1.3411580783497194e-11
89.07219924762133,,0.44608288698923754,167.0,106.9018287963307,32.52,2.7789867982931283e-11,1.1387379938284153e-11
275.18575345016563,,0.0808570215763859,125.0,115.2906943339314,6.98,7.253851853364951e-11,6.170738820479586e-11
160.36504484135608,,0.17929463777637028,126.0,105.31830800008136,8.72,5.899683090845308e-11,4.121879960995797e-11
124.67235342823412,,0.23688962806300548,123.0,97.0566401643906,10.47,4.682390386754489e-11,2.9154654752244e-11
106.50267417906703,,0.26986673675336925,118.0,90.09078532236246,12.31,3.66530433029225e-11,2.1365190559498545e-11
88.13492400049378,,0.3202254996115221,115.0,83.48831055902377,14.52,2.951434452936839e-11,1.5555673092201696e-11
65.7695208526605,,0.4421250172028181,122.0,78.40565285743114,17.07,2.82546686454806e-11,1.1669850916947903e-11
35.396832899126885,,0.6874597541930034,121.0,60.845069644137965,31.82,1.4909897010606894e-11,3.770115784143877e-12
33.27951233653493,,0.7031471632362785,118.0,58.41294120312724,34.61,1.3036664636202716e-11,3.194630455873174e-12
32.50087084619779,,0.6947194832963351,113.0,56.41123469664531,37.16,1.113487279264598e-11,2.774978251724689e-12
225.45880059345814,,0.19211106845554315,187.0,154.31524390027062,13.12,8.636811801526959e-11,5.8814973058897e-11
183.47990822624243,,0.233828480014762,179.0,141.67806358078164,15.33,6.772795855617968e-11,4.24294251885184e-11
155.60352885773378,,0.2759834283812676,176.0,133.5532889898261,17.3,5.8020746312828025e-11,3.340928264509869e-11
150.0530876442024,,0.27119004658197665,167.0,127.33275344545095,19.05,4.743971164330317e-11,2.7579688645529806e-11
159.76649036537754,457.873469797015,0.042419371798834024,49.6,47.54,1.74,4.581610685260092e-11,4.208944361260718e-11
87.15288529144787,50.62620910204996,0.19649765144970896,73.6,60.47,2.61,6.725416725640205e-11,4.5398709534841566e-11
79.9656480045983,27.669258766883864,0.3098604684710904,101.0,74.08847953629498,3.5,9.44449588001111e-11,5.0820320340709196e-11
116.55285028704704,44.08274687958143,0.2176310923257248,107.0,86.0731694548307,4.37,8.489658025985813e-11,5.49361514538975e-11
154.3274089906387,63.15053043548436,0.16729672910387167,115.0,97.28408400144393,5.24,8.178402339053989e-11,5.852701562832392e-11
172.47088387484547,68.5123793465442,0.15776217774885837,123.0,105.04850308309966,6.11,8.023670597269969e-11,5.852515929073064e-11
168.03995160658744,59.00217506073114,0.17572922337659894,130.0,109.04986198982556,6.98,7.845766164599531e-11,5.520760361518049e-11
166.28625378126995,54.888458553258126,0.18521417613962007,134.0,111.3441242275496,7.85,7.412146905482331e-11,5.1176317125625895e-11
155.55974823748505,47.75934105092233,0.20510745567529196,136.0,110.78013043863056,8.72,6.873301741513909e-11,4.560488214011785e-11
154.37134889502474,46.58734533553732,0.2089037572171736,137.0,111.17184625614527,9.6,6.335399114279542e-11,4.171790410995896e-11
151.7512431559379,45.84327789950211,0.21140554957883934,136.0,110.08461927081366,10.47,5.724469072206427e-11,3.750685815907066e-11
139.5147658231307,39.6328211198272,0.23560811739625676,137.0,108.24236231716306,11.35,5.3585754622981156e-11,3.345050976271981e-11
128.67112005126998,35.082509670271975,0.25829046704780634,137.0,105.81480661986771,12.19,4.989321697873963e-11,2.976413446207356e-11
112.6834433643093,29.109087050033587,0.2979309603757727,137.0,101.70230479197608,13.12,4.6356578884972256e-11,2.5546525022525016e-11
100.05027076898342,24.725009717154194,0.3382892252095611,138.0,98.39248802627161,13.94,4.426897610442308e-11,2.2504283472078745e-11
88.44933984176781,21.51926761484667,0.37750004125527614,137.0,93.92352474220715,14.86,4.0928554170311984e-11,1.9236853318377005e-11
96.00817383589018,,0.17180168185324202,73.0,61.47667037177599,1.74,9.924315224111858e-11,7.03842529480561e-11
112.88902119652636,,0.1811267331143539,89.4,74.58906756355117,2.61,9.922899859208439e-11,6.907389198034383e-11
125.84809057714277,,0.18658085811001046,102.0,84.6387293146583,3.5,9.632441440607351e-11,6.632454865290251e-11
126.63784191427088,,0.20348089891879806,110.0,89.74743673219866,4.37,8.972387292726731e-11,5.972645638159194e-11
183.61049757127944,,0.13336574266689374,116.0,101.51681486335158,5.24,8.321253827925177e-11,6.373071010176468e-11
211.3626895572907,,0.11841929694610567,123.0,109.26379089158493,6.11,8.023670597269969e-11,6.331628080142301e-11
151.8083943285468,,0.19993349808331906,130.0,106.4420762668598,6.98,7.845766164599531e-11,5.2598738735058225e-11
118.9607228163626,,0.27475588267042855,134.0,101.80751445743088,7.85,7.412146905482331e-11,4.2785251660467853e-11
102.35918067529327,,0.3212822514121345,134.0,97.17928277158666,8.72,6.672632248628014e-11,3.509416973368928e-11
293.3168538476425,,0.21250549046012526,264.0,213.45875151888245,27.52,8.206604470300984e-11,5.365171126354581e-11
